,STATE,ST_CASE,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,WEATHER,DRUNK_DR
3797,California,61675,107,0,9,9,2015,Wednesday,14,45,Clear,1
3798,California,61676,89,0,24,9,2015,Thursday,17,45,Clear,0
3799,California,61677,83,0,4,10,2015,Sunday,9,40,Rain,0
3800,California,61678,41,0,1,9,2015,Tuesday,13,12,Clear,0
3801,California,61679,37,1980,14,3,2015,Saturday,2,15,Clear,0
3802,California,61680,71,0,21,8,2015,Friday,6,0,Clear,1
3803,California,61681,71,1603,12,3,2015,Thursday,20,50,Clear,0
3804,California,61682,65,750,26,9,2015,Saturday,6,55,Clear,0
3805,California,61683,71,1603,16,3,2015,Monday,20,6,Clear,0
3806,California,61684,73,3260,22,8,2015,Saturday,7,30,Clear,1
3807,California,61685,19,0,3,10,2015,Saturday,20,0,Clear,0
3808,California,61686,77,3770,9,5,2015,Saturday,19,29,Clear,1
3809,California,61687,19,0,10,6,2015,Wednesday,10,12,Clear,0
3810,California,61688,73,0,25,9,2015,Friday,20,16,Clear,1
3811,California,61689,71,4040,23,8,2015,Sunday,23,19,Clear,0
3812,California,61690,59,4130,18,9,2015,Friday,11,6,Clear,0
3813,California,61691,65,3070,17,4,2015,Friday,9,40,Clear,0
3814,California,61692,113,0,2,10,2015,Friday,18,6,Clear,0
3815,California,61693,37,2054,22,10,2015,Thursday,6,23,Clear,0
3816,California,61694,73,3260,24,6,2015,Wednesday,4,52,Clear,0
3817,California,61695,47,0,3,7,2015,Friday,14,30,Clear,0
3818,California,61696,7,0,5,10,2015,Monday,10,10,Clear,0
3819,California,61697,111,538,23,8,2015,Sunday,19,47,Clear,1
3820,California,61698,71,0,1,9,2015,Tuesday,18,1,Clear,0
3821,California,61699,71,3210,3,10,2015,Saturday,3,4,Clear,1
3822,California,61700,53,0,2,9,2015,Wednesday,17,5,Clear,0
3823,California,61701,103,0,23,11,2015,Monday,20,32,Clear,0
3824,California,61702,97,3490,26,9,2015,Saturday,13,40,Clear,0
3825,California,61703,85,3440,5,10,2015,Monday,12,0,Clear,0
3826,California,61704,13,2770,14,7,2015,Tuesday,0,1,Clear,0
3827,California,61705,37,2870,15,11,2015,Sunday,8,43,Clear,0
3828,California,61706,7,0,21,11,2015,Saturday,7,45,Clear,0
3829,California,61707,67,3150,14,10,2015,Wednesday,6,53,Clear,0
3830,California,61708,13,2090,24,5,2015,Sunday,15,50,Clear,0
3831,California,61709,71,0,11,10,2015,Sunday,0,30,Clear,0
3832,California,61710,19,0,5,10,2015,Monday,13,20,Clear,0
3833,California,61711,65,9997,16,8,2015,Sunday,17,55,Clear,1
3834,California,61712,73,0,31,7,2015,Friday,23,58,Clear,1
3835,California,61713,37,1980,3,9,2015,Thursday,12,50,Clear,0
3836,California,61714,47,1990,12,7,2015,Sunday,6,10,Clear,1
3837,California,61715,65,2650,17,10,2015,Saturday,1,52,Rain,1
3838,California,61716,37,1980,7,10,2015,Wednesday,8,25,Clear,0
3839,California,61717,71,3210,5,9,2015,Saturday,20,28,Clear,0
3840,California,61718,37,2684,13,10,2015,Tuesday,19,0,Clear,0
3841,California,61719,71,1603,13,10,2015,Tuesday,6,50,Clear,0
3842,California,61720,71,790,12,11,2015,Thursday,1,33,Clear,0
3843,California,61721,37,1980,1,10,2015,Thursday,13,30,Clear,0
3844,California,61722,59,1660,25,6,2015,Thursday,19,38,Clear,1
3845,California,61723,5,0,7,10,2015,Wednesday,16,5,Clear,0
3846,California,61724,79,0,23,11,2015,Monday,15,35,Clear,0
3847,California,61725,75,3290,4,9,2015,Friday,16,27,Clear,1
3848,California,61726,47,0,24,5,2015,Sunday,16,7,Clear,1
3849,California,61727,1,1560,11,7,2015,Saturday,2,40,Clear,1
3850,California,61728,65,0,14,10,2015,Wednesday,12,20,Clear,0
3851,California,61729,41,3410,30,11,2015,Monday,23,19,Cloudy,1
3852,California,61730,29,0,16,10,2015,Friday,15,35,Clear,0
3853,California,61731,109,0,9,8,2015,Sunday,17,15,Clear,1
3854,California,61732,37,3445,3,11,2015,Tuesday,23,13,Clear,0
3855,California,61733,1,1364,25,8,2015,Tuesday,19,2,Clear,0
3856,California,61734,107,0,1,8,2015,Saturday,8,52,Clear,0
3857,California,61735,17,0,28,7,2015,Tuesday,2,15,Clear,0
3858,California,61736,61,0,1,8,2015,Saturday,9,58,Clear,0
3859,California,61737,81,970,12,7,2015,Sunday,15,44,Clear,0
3860,California,61738,73,3260,18,7,2015,Saturday,2,34,Clear,0
3861,California,61739,21,0,19,7,2015,Sunday,17,40,Clear,0
3862,California,61740,97,0,7,8,2015,Friday,23,54,Clear,1
3863,California,61741,37,1980,7,9,2015,Monday,7,55,Clear,0
3864,California,61742,25,0,29,8,2015,Saturday,15,33,Clear,0
3865,California,61744,65,1580,13,9,2015,Sunday,0,22,Clear,0
3866,California,61745,73,0,21,10,2015,Wednesday,16,45,Clear,1
3867,California,61746,37,3870,19,6,2015,Friday,3,45,Fog/Smog/Smoke,0
3868,California,61747,37,2645,21,10,2015,Wednesday,22,11,Clear,0
3869,California,61748,71,3210,2,10,2015,Friday,19,15,Clear,0
3870,California,61749,115,0,8,8,2015,Saturday,23,40,Clear,1
3871,California,61750,71,3210,28,8,2015,Friday,9,29,Clear,0
3872,California,61751,115,0,2,8,2015,Sunday,2,5,Clear,0
3873,California,61752,37,1980,2,8,2015,Sunday,11,17,Clear,0
3874,California,61753,107,0,9,8,2015,Sunday,3,5,Clear,0
3875,California,61754,71,3210,7,9,2015,Monday,17,31,Clear,0
3876,California,61755,71,260,8,10,2015,Thursday,10,25,Clear,1
3877,California,61756,59,9997,20,10,2015,Tuesday,9,7,Clear,0
3878,California,61757,59,80,3,7,2015,Friday,13,0,Clear,0
3879,California,61758,103,0,9,8,2015,Sunday,18,0,Clear,0
3880,California,61759,71,3210,24,10,2015,Saturday,2,22,Clear,1
3881,California,61760,115,0,22,10,2015,Thursday,15,40,Clear,0
3882,California,61761,7,0,15,9,2015,Tuesday,10,20,Clear,0
3883,California,61762,7,2680,6,10,2015,Tuesday,11,17,Clear,0
3884,California,61763,37,1980,17,10,2015,Saturday,2,30,Clear,2
3885,California,61764,37,1980,4,9,2015,Friday,22,50,Clear,1
3886,California,61765,45,0,1,11,2015,Sunday,13,40,Cloudy,1
3887,California,61766,31,0,18,11,2015,Wednesday,8,15,Clear,0
3888,California,61767,37,1980,4,9,2015,Friday,17,10,Clear,0
3889,California,61768,65,0,12,7,2015,Sunday,3,45,Clear,0
3890,California,61769,111,0,9,8,2015,Sunday,4,39,Clear,0
3891,California,61770,97,0,14,8,2015,Friday,20,48,Clear,0
3892,California,61771,37,1980,9,5,2015,Saturday,0,57,Cloudy,0
3893,California,61772,85,2311,11,8,2015,Tuesday,6,29,Clear,1
3894,California,61773,37,0,16,5,2015,Saturday,2,40,Clear,1
3895,California,61774,65,2646,6,2,2015,Friday,12,56,Clear,1
3896,California,61775,101,0,23,10,2015,Friday,8,43,Clear,0
3897,California,61776,73,2510,16,7,2015,Thursday,21,28,Clear,0
3898,California,61777,29,0,13,11,2015,Friday,15,55,Clear,1
3899,California,61778,107,0,17,7,2015,Friday,13,15,Clear,0
3900,California,61779,41,0,23,7,2015,Thursday,12,14,Clear,0
3901,California,61780,59,80,30,10,2015,Friday,18,22,Clear,0
3902,California,61781,55,0,15,11,2015,Sunday,15,25,Clear,0
3903,California,61782,29,0,14,9,2015,Monday,5,45,Cloudy,0
3904,California,61783,95,1260,3,10,2015,Saturday,3,25,Clear,0
3905,California,61784,61,0,2,9,2015,Wednesday,2,32,Clear,0
3906,California,61785,37,1980,4,11,2015,Wednesday,9,0,Clear,0
3907,California,61786,71,4040,23,7,2015,Thursday,16,17,Clear,0
3908,California,61787,103,0,14,9,2015,Monday,6,55,Clear,0
3909,California,61788,37,1045,7,11,2015,Saturday,4,50,Clear,0
3910,California,61789,65,2278,9,9,2015,Wednesday,12,14,Clear,1
3911,California,61790,75,3290,16,9,2015,Wednesday,13,4,Cloudy,0
3912,California,61791,71,0,25,10,2015,Sunday,13,12,Cloudy,0
3913,California,61792,77,1940,18,7,2015,Saturday,13,15,Clear,0
3914,California,61793,65,3070,19,7,2015,Sunday,2,2,Rain,1
3915,California,61794,67,0,1,8,2015,Saturday,1,45,Clear,1
3916,California,61795,75,3290,19,10,2015,Monday,22,45,Clear,0
3917,California,61796,67,2934,14,8,2015,Friday,10,43,Clear,0
3918,California,61797,65,0,27,7,2015,Monday,19,4,Clear,0
3919,California,61798,73,1200,31,8,2015,Monday,9,46,Clear,0
3920,California,61799,83,0,30,10,2015,Friday,9,54,Clear,0
3921,California,61800,29,0,27,8,2015,Thursday,4,50,Clear,0
3922,California,61801,73,2340,31,8,2015,Monday,6,15,Clear,0
3923,California,61802,107,3920,27,11,2015,Friday,18,28,Clear,0
3924,California,61803,71,3210,8,11,2015,Sunday,20,45,Clear,1
3925,California,61804,73,0,1,11,2015,Sunday,9,50,Clear,0
3926,California,61805,19,0,11,9,2015,Friday,22,15,Clear,1
3927,California,61806,73,0,9,11,2015,Monday,14,30,Cloudy,0
3928,California,61807,37,1980,9,10,2015,Friday,18,40,Clear,0
3929,California,61808,101,0,11,11,2015,Wednesday,6,9,Fog/Smog/Smoke,0
3930,California,61809,1,1364,9,10,2015,Friday,19,11,Clear,0
3931,California,61810,37,0,9,10,2015,Friday,3,56,Clear,0
3932,California,61811,107,0,31,10,2015,Saturday,0,28,Clear,1
3933,California,61812,1,1920,15,7,2015,Wednesday,4,45,Clear,0
3934,California,61813,1,2480,12,3,2015,Thursday,21,0,Clear,0
3935,California,61814,37,0,28,4,2015,Tuesday,21,35,Clear,0
3936,California,61815,37,3470,10,5,2015,Sunday,20,48,Cloudy,0
3937,California,61816,71,2960,18,9,2015,Friday,20,50,Clear,0
3938,California,61817,71,0,10,10,2015,Saturday,13,40,Clear,0
3939,California,61818,31,0,28,10,2015,Wednesday,5,40,Cloudy,0
3940,California,61819,11,0,16,8,2015,Sunday,7,34,Clear,0
3941,California,61820,115,0,3,4,2015,Friday,16,23,Clear,0
3942,California,61821,63,0,16,8,2015,Sunday,19,30,Clear,1
3943,California,61822,113,0,29,6,2015,Monday,6,40,Clear,0
3944,California,61823,67,3150,25,5,2015,Monday,2,15,Clear,1
3945,California,61824,111,0,16,8,2015,Sunday,10,35,Clear,0
3946,California,61825,37,0,17,8,2015,Monday,8,45,Clear,0
3947,California,61826,67,0,3,1,2015,Saturday,2,42,Clear,0
3948,California,61827,59,2800,23,7,2015,Thursday,18,47,Clear,0
3949,California,61828,97,0,8,11,2015,Sunday,8,25,Rain,0
3950,California,61829,37,0,7,8,2015,Friday,17,30,Clear,0
3951,California,61830,107,0,28,10,2015,Wednesday,13,25,Clear,0
3952,California,61831,1,2480,27,1,2015,Tuesday,14,30,Clear,0
3953,California,61832,75,3290,14,8,2015,Friday,1,35,Clear,0
3954,California,61833,107,0,12,11,2015,Thursday,6,0,Clear,0
3955,California,61834,37,1980,29,10,2015,Thursday,18,20,Clear,0
3956,California,61835,65,0,4,9,2015,Friday,7,30,Clear,0
3957,California,61836,13,820,5,4,2015,Sunday,3,48,Cloudy,0
3958,California,61837,37,0,13,10,2015,Tuesday,21,25,Clear,0
3959,California,61838,59,0,6,9,2015,Sunday,16,15,Clear,0
3960,California,61839,9,0,12,9,2015,Saturday,17,50,Cloudy,0
3961,California,61840,67,3150,5,6,2015,Friday,4,15,Clear,0
3962,California,61841,37,1980,13,10,2015,Tuesday,15,15,Clear,0
3963,California,61842,29,0,30,10,2015,Friday,8,0,Clear,0
3964,California,61843,81,3390,12,7,2015,Sunday,14,33,Clear,0
3965,California,61844,97,0,5,6,2015,Friday,22,15,Clear,0
3966,California,61845,29,3600,26,8,2015,Wednesday,17,58,Clear,0
3967,California,61846,93,4266,12,9,2015,Saturday,7,51,Clear,0
3968,California,61847,65,0,28,9,2015,Monday,6,0,Clear,0
3969,California,61848,37,1980,30,9,2015,Wednesday,18,45,Clear,1
3970,California,61849,65,0,16,9,2015,Wednesday,8,35,Clear,0
3971,California,61850,23,1220,19,6,2015,Friday,1,29,Clear,1
3972,California,61851,37,1980,4,10,2015,Sunday,2,15,Cloudy,0
3973,California,61852,65,850,15,8,2015,Saturday,19,48,Clear,1
3974,California,61853,51,0,17,9,2015,Thursday,14,30,Clear,0
3975,California,61854,85,3340,22,8,2015,Saturday,23,50,Clear,1
3976,California,61855,67,0,4,10,2015,Sunday,20,55,Clear,0
3977,California,61856,37,0,27,9,2015,Sunday,14,23,Clear,0
3978,California,61857,9,0,18,9,2015,Friday,20,45,Clear,1
3979,California,61858,17,0,15,8,2015,Saturday,99,99,Clear,1
3980,California,61859,65,0,19,9,2015,Saturday,17,35,Clear,1
3981,California,61860,105,0,20,9,2015,Sunday,23,57,Clear,1
3982,California,61861,45,0,15,8,2015,Saturday,11,17,Clear,0
3983,California,61862,59,0,15,8,2015,Saturday,13,45,Clear,0
3984,California,61863,67,0,3,9,2015,Thursday,11,50,Clear,0
3985,California,61864,65,0,15,8,2015,Saturday,17,25,Clear,2
3986,California,61865,113,0,30,8,2015,Sunday,0,5,Clear,1
3987,California,61866,61,0,14,7,2015,Tuesday,0,35,Cloudy,1
3988,California,61867,107,0,13,9,2015,Sunday,14,40,Clear,0
3989,California,61868,99,2200,2,9,2015,Wednesday,17,33,Clear,0
3990,California,61869,37,0,30,10,2015,Friday,13,45,Clear,0
3991,California,61870,37,1980,1,7,2015,Wednesday,22,45,Clear,0
3992,California,61871,73,560,2,7,2015,Thursday,4,5,Cloudy,0
3993,California,61872,95,0,30,9,2015,Wednesday,0,40,Clear,1
3994,California,61873,29,0,20,9,2015,Sunday,8,10,Clear,0
3995,California,61874,7,660,1,10,2015,Thursday,1,40,Cloudy,1
3996,California,61875,97,0,18,9,2015,Friday,9,43,Clear,0
3997,California,61876,67,0,3,10,2015,Saturday,9,41,Clear,0
3998,California,61877,65,2646,5,1,2015,Monday,11,25,Clear,0
3999,California,61878,73,3260,27,7,2015,Monday,13,48,Clear,1
4000,California,61879,73,0,12,9,2015,Saturday,16,55,Clear,1
4001,California,61880,65,0,6,9,2015,Sunday,3,8,Clear,1
4002,California,61881,65,0,11,10,2015,Sunday,19,18,Clear,0
4003,California,61882,37,2700,11,7,2015,Saturday,15,40,Clear,0
4004,California,61883,65,0,12,11,2015,Thursday,17,20,Clear,0
4005,California,61884,95,3040,9,4,2015,Thursday,18,46,Clear,0
4006,California,61885,89,0,8,10,2015,Thursday,22,35,Clear,0
4007,California,61886,57,0,9,4,2015,Thursday,14,25,Clear,1
4008,California,61887,29,3600,15,10,2015,Thursday,17,30,Rain,0
4009,California,61888,29,0,8,10,2015,Thursday,16,15,Clear,0
4010,California,61889,9,0,17,10,2015,Saturday,23,35,Cloudy,0
4011,California,61890,71,2922,2,2,2015,Monday,19,27,Clear,0
4012,California,61891,37,1970,9,7,2015,Thursday,21,44,Clear,0
4013,California,61892,37,3105,4,7,2015,Saturday,4,26,Clear,0
4014,California,61893,37,1980,27,6,2015,Saturday,23,14,Cloudy,1
4015,California,61894,65,3070,12,7,2015,Sunday,3,30,Clear,1
4016,California,61895,71,4290,31,3,2015,Tuesday,20,21,Clear,0
4017,California,61896,73,0,20,8,2015,Thursday,15,58,Clear,0
4018,California,61897,13,0,6,9,2015,Sunday,18,35,Clear,1
4019,California,61898,37,3445,16,10,2015,Friday,15,7,Clear,0
4020,California,61899,97,0,12,6,2015,Friday,16,10,Clear,0
4021,California,61900,13,3010,11,4,2015,Saturday,21,28,Cloudy,0
4022,California,61901,65,0,29,8,2015,Saturday,5,15,Clear,1
4023,California,61902,71,1305,24,9,2015,Thursday,17,58,Clear,0
4024,California,61903,89,0,16,10,2015,Friday,99,99,Clear,0
4025,California,61904,21,0,26,9,2015,Saturday,1,52,Clear,1
4026,California,61905,107,4050,9,10,2015,Friday,22,55,Clear,1
4027,California,61906,47,0,10,10,2015,Saturday,13,35,Clear,1
4028,California,61907,65,0,10,10,2015,Saturday,15,52,Clear,0
4029,California,61908,65,0,3,7,2015,Friday,13,10,Clear,0
4030,California,61909,13,0,27,7,2015,Monday,18,28,Clear,1
4031,California,61910,39,0,15,9,2015,Tuesday,15,15,Clear,0
4032,California,61911,55,0,13,10,2015,Tuesday,14,15,Clear,0
4033,California,61912,73,2340,22,9,2015,Tuesday,5,58,Clear,0
4034,California,61913,59,1974,26,4,2015,Sunday,2,0,Clear,0
4035,California,61914,37,0,17,6,2015,Wednesday,6,58,Clear,0
4036,California,61915,81,0,28,10,2015,Wednesday,18,56,Clear,0
4037,California,61916,37,1980,25,9,2015,Friday,7,40,Clear,0
4038,California,61917,73,3260,16,5,2015,Saturday,1,39,Cloudy,1
4039,California,61918,59,3420,1,10,2015,Thursday,6,9,Clear,0
4040,California,61919,95,4020,22,7,2015,Wednesday,21,53,Clear,0
4041,California,61920,73,0,27,8,2015,Thursday,12,52,Clear,0
4042,California,61921,37,1980,2,10,2015,Friday,22,55,Clear,1
4043,California,61922,97,3490,11,9,2015,Friday,10,51,Clear,0
4044,California,61923,37,3690,12,10,2015,Monday,21,18,Clear,0
4045,California,61924,77,0,10,8,2015,Monday,19,0,Clear,0
4046,California,61925,37,1980,10,10,2015,Saturday,19,30,Clear,0
4047,California,61926,19,0,22,6,2015,Monday,2,5,Clear,1
4048,California,61927,67,3150,19,8,2015,Wednesday,2,32,Clear,0
4049,California,61928,37,0,19,8,2015,Wednesday,15,42,Clear,0
4050,California,61929,107,4050,9,9,2015,Wednesday,18,14,Clear,0
4051,California,61930,59,2560,3,7,2015,Friday,4,0,Clear,0
4052,California,61931,19,0,11,10,2015,Sunday,2,35,Clear,0
4053,California,61932,67,0,15,8,2015,Saturday,2,27,Clear,1
4054,California,61933,59,3420,18,9,2015,Friday,13,24,Clear,0
4055,California,61934,59,80,5,7,2015,Sunday,8,17,Cloudy,0
4056,California,61935,17,0,15,8,2015,Saturday,19,50,Clear,0
4057,California,61936,81,490,2,12,2015,Wednesday,10,15,Cloudy,0
4058,California,61937,95,0,4,10,2015,Sunday,15,45,Clear,1
4059,California,61938,85,3340,13,10,2015,Tuesday,22,53,Clear,0
4060,California,61939,63,0,18,12,2015,Friday,17,25,Rain,0
4061,California,61940,13,2583,5,8,2015,Wednesday,14,47,Clear,1
4062,California,61941,65,0,28,11,2015,Saturday,10,28,Clear,1
4063,California,61942,97,0,16,8,2015,Sunday,7,45,Clear,1
4064,California,61943,37,0,6,6,2015,Saturday,2,50,Clear,0
4065,California,61944,59,3420,13,7,2015,Monday,7,42,Clear,0
4066,California,61945,97,0,18,11,2015,Wednesday,15,36,Clear,0
4067,California,61946,67,3150,17,8,2015,Monday,20,40,Clear,0
4068,California,61947,71,1603,13,10,2015,Tuesday,3,11,Clear,0
4069,California,61948,63,0,24,11,2015,Tuesday,2,0,Cloudy,0
4070,California,61949,61,0,29,11,2015,Sunday,21,0,Clear,1
4071,California,61950,113,0,10,12,2015,Thursday,23,15,Rain,0
4072,California,61951,35,0,19,12,2015,Saturday,15,30,Cloudy,0
4073,California,61952,95,0,12,12,2015,Saturday,21,15,Clear,1
4074,California,61953,85,3440,14,10,2015,Wednesday,5,40,Clear,0
4075,California,61954,77,0,24,11,2015,Tuesday,16,45,Cloudy,0
4076,California,61955,37,1980,1,10,2015,Thursday,20,0,Clear,0
4077,California,61956,17,0,20,12,2015,Sunday,10,55,Cloudy,0
4078,California,61957,95,4020,20,10,2015,Tuesday,21,26,Clear,0
4079,California,61958,1,0,13,9,2015,Sunday,20,20,Clear,1
4080,California,61959,71,0,26,8,2015,Wednesday,9,45,Clear,1
4081,California,61960,71,3210,1,10,2015,Thursday,21,10,Clear,1
4082,California,61961,113,0,17,12,2015,Thursday,7,15,Cloudy,0
4083,California,61962,113,0,30,10,2015,Friday,6,37,Clear,0
4084,California,61963,75,3290,5,10,2015,Monday,9,52,Clear,0
4085,California,61964,53,1760,21,12,2015,Monday,23,44,Cloudy,0
4086,California,61965,67,3150,6,9,2015,Sunday,0,1,Clear,1
4087,California,61966,85,2182,1,11,2015,Sunday,18,4,Cloudy,0
4088,California,61967,65,3070,20,8,2015,Thursday,3,15,Clear,1
4089,California,61968,37,350,15,6,2015,Monday,2,34,Cloudy,1
4090,California,61969,29,0,18,8,2015,Tuesday,6,50,Clear,0
4091,California,61970,37,1980,29,11,2015,Sunday,17,53,Clear,0
4092,California,61971,41,3410,29,11,2015,Sunday,14,20,Clear,0
4093,California,61972,1,1920,12,12,2015,Saturday,5,55,Clear,1
4094,California,61973,29,0,30,7,2015,Thursday,7,5,Cloudy,0
4095,California,61974,59,3351,25,6,2015,Thursday,19,49,Clear,1
4096,California,61975,65,0,25,3,2015,Wednesday,12,50,Clear,0
4097,California,61976,17,0,3,11,2015,Tuesday,6,5,Clear,0
4098,California,61977,71,3,5,4,2015,Sunday,14,11,Clear,0
4099,California,61978,85,2280,13,12,2015,Sunday,1,45,Clear,1
4100,California,61979,81,0,26,6,2015,Friday,22,4,Clear,0
4101,California,61980,95,0,3,12,2015,Thursday,13,10,Rain,0
4102,California,61981,67,3150,26,7,2015,Sunday,2,26,Clear,0
4103,California,61982,67,1300,1,9,2015,Tuesday,22,6,Clear,1
4104,California,61983,1,2480,24,7,2015,Friday,22,11,Clear,0
4105,California,61984,99,3950,23,8,2015,Sunday,4,11,Clear,1
4106,California,61985,65,3851,5,11,2015,Thursday,6,45,Clear,0
4107,California,61986,65,0,12,10,2015,Monday,9,45,Clear,0
4108,California,61987,71,1305,26,7,2015,Sunday,1,18,Clear,1
4109,California,61988,37,1980,18,9,2015,Friday,21,45,Clear,0
4110,California,61989,73,0,5,8,2015,Wednesday,5,20,Clear,1
4111,California,61990,107,0,19,10,2015,Monday,6,39,Clear,0
4112,California,61991,37,1980,11,9,2015,Friday,4,45,Clear,0
4113,California,61992,79,0,12,11,2015,Thursday,19,10,Clear,0
4114,California,61993,1,1170,2,8,2015,Sunday,5,27,Clear,0
4115,California,61994,99,2200,2,7,2015,Thursday,13,4,Clear,0
4116,California,61995,115,2100,12,7,2015,Sunday,20,55,Clear,0
4117,California,61996,83,0,22,8,2015,Saturday,4,10,Clear,1
4118,California,61997,1,2480,14,1,2015,Wednesday,8,10,Clear,0
4119,California,61998,37,0,19,10,2015,Monday,0,35,Cloudy,0
4120,California,61999,37,1045,1,12,2015,Tuesday,8,0,Clear,0
4121,California,62000,71,2960,19,10,2015,Monday,18,51,Clear,1
4122,California,62001,37,1980,7,10,2015,Wednesday,23,40,Clear,1
4123,California,62002,111,0,12,8,2015,Wednesday,10,30,Clear,0
4124,California,62003,37,1695,17,7,2015,Friday,18,17,Clear,0
4125,California,62004,97,0,26,10,2015,Monday,7,0,Fog/Smog/Smoke,0
4126,California,62005,71,790,27,11,2015,Friday,5,33,Clear,0
4127,California,62006,67,0,14,11,2015,Saturday,3,51,Clear,0
4128,California,62007,73,3260,25,9,2015,Friday,16,2,Clear,0
4129,California,62008,29,0,12,8,2015,Wednesday,13,0,Clear,0
4130,California,62009,95,1260,13,10,2015,Tuesday,19,11,Clear,0
4131,California,62010,65,0,19,10,2015,Monday,19,0,Cloudy,0
4132,California,62011,37,1980,21,10,2015,Wednesday,0,20,Clear,0
4133,California,62012,27,0,31,10,2015,Saturday,18,39,Clear,0
4134,California,62013,1,2840,15,11,2015,Sunday,18,23,Clear,0
4135,California,62014,71,3210,24,10,2015,Saturday,18,30,Clear,0
4136,California,62015,59,3960,27,9,2015,Sunday,20,38,Clear,0
4137,California,62016,65,0,14,8,2015,Friday,17,32,Clear,0
4138,California,62017,71,0,27,10,2015,Tuesday,21,40,Clear,0
4139,California,62018,37,3445,14,9,2015,Monday,23,30,Clear,0
4140,California,62019,37,2870,17,11,2015,Tuesday,4,30,Clear,0
4141,California,62020,97,0,18,10,2015,Sunday,4,30,Clear,1
4142,California,62021,13,110,26,7,2015,Sunday,20,45,Clear,1
4143,California,62022,57,0,24,8,2015,Monday,6,46,Clear,0
4144,California,62023,83,0,26,8,2015,Wednesday,13,6,Clear,0
4145,California,62024,29,0,27,8,2015,Thursday,14,30,Clear,0
4146,California,62025,109,0,14,10,2015,Wednesday,10,25,Cloudy,1
4147,California,62026,37,1980,27,8,2015,Thursday,18,55,Clear,0
4148,California,62027,37,0,22,10,2015,Thursday,12,45,Clear,1
4149,California,62028,19,0,28,8,2015,Friday,3,14,Clear,0
4150,California,62029,59,2560,23,10,2015,Friday,2,9,Clear,0
4151,California,62030,93,0,28,8,2015,Friday,13,0,Cloudy,0
4152,California,62031,37,3445,24,10,2015,Saturday,14,58,Clear,0
4153,California,62032,107,0,30,8,2015,Sunday,5,0,Clear,0
4154,California,62033,73,3260,25,10,2015,Sunday,2,52,Clear,0
4155,California,62034,91,0,29,8,2015,Saturday,19,35,Clear,0
4156,California,62035,59,80,26,10,2015,Monday,0,35,Clear,0
4157,California,62036,7,0,27,10,2015,Tuesday,2,22,Cloudy,0
4158,California,62037,107,4050,17,10,2015,Saturday,20,10,Clear,0
4159,California,62038,37,0,20,10,2015,Tuesday,5,50,Clear,0
4160,California,62039,111,0,12,11,2015,Thursday,18,5,Clear,0
4161,California,62040,73,3260,28,10,2015,Wednesday,21,27,Cloudy,0
4162,California,62041,37,2870,12,11,2015,Thursday,19,0,Clear,0
4163,California,62042,59,1660,10,9,2015,Thursday,4,41,Clear,0
4164,California,62043,67,0,17,11,2015,Tuesday,2,30,Clear,0
4165,California,62044,65,0,29,10,2015,Thursday,1,15,Cloudy,0
4166,California,62045,67,3150,12,11,2015,Thursday,19,36,Clear,0
4167,California,62046,1,1364,18,11,2015,Wednesday,10,47,Clear,0
4168,California,62047,73,3260,19,11,2015,Thursday,20,53,Clear,0
4169,California,62048,59,1713,10,6,2015,Wednesday,20,51,Clear,0
4170,California,62049,93,0,12,11,2015,Thursday,3,15,Clear,0
4171,California,62050,71,2960,30,9,2015,Wednesday,13,40,Clear,0
4172,California,62051,15,0,29,10,2015,Thursday,7,19,Cloudy,0
4173,California,62052,65,290,29,7,2015,Wednesday,14,9,Clear,0
4174,California,62053,65,3070,29,12,2015,Tuesday,5,37,Clear,0
4175,California,62054,99,0,25,10,2015,Sunday,11,40,Clear,0
4176,California,62055,37,2870,15,11,2015,Sunday,23,52,Clear,0
4177,California,62056,85,2182,30,10,2015,Friday,5,44,Clear,0
4178,California,62057,37,1110,24,9,2015,Thursday,7,5,Clear,0
4179,California,62058,37,1980,10,10,2015,Saturday,22,30,Clear,1
4180,California,62059,37,1980,24,9,2015,Thursday,7,25,Clear,0
4181,California,62060,17,0,30,8,2015,Sunday,23,50,Clear,0
4182,California,62061,29,0,20,10,2015,Tuesday,1,0,Clear,0
4183,California,62062,37,639,29,10,2015,Thursday,0,35,Clear,0
4184,California,62063,53,0,28,10,2015,Wednesday,13,28,Clear,0
4185,California,62064,45,0,25,10,2015,Sunday,5,0,Rain,0
4186,California,62065,59,3425,29,10,2015,Thursday,22,28,Clear,1
4187,California,62066,65,0,16,8,2015,Sunday,3,0,Clear,0
4188,California,62067,73,3260,30,10,2015,Friday,20,46,Clear,0
4189,California,62068,53,0,3,9,2015,Thursday,5,40,Clear,0
4190,California,62069,85,3340,4,12,2015,Friday,20,30,Clear,1
4191,California,62070,65,0,19,8,2015,Wednesday,6,35,Clear,0
4192,California,62071,81,0,6,9,2015,Sunday,14,40,Clear,0
4193,California,62072,37,1980,17,8,2015,Monday,16,40,Clear,0
4194,California,62073,67,0,2,11,2015,Monday,8,5,Rain,0
4195,California,62074,37,1980,20,11,2015,Friday,5,45,Clear,0
4196,California,62075,75,3290,21,11,2015,Saturday,12,40,Clear,0
4197,California,62076,67,0,29,11,2015,Sunday,21,35,Clear,0
