STATE,ST_CASE,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,WEATHER,DRUNK_DR
Florida,120437,81,0,27,3,2015,Friday,16,31,Rain,1
Florida,120438,127,0,27,3,2015,Friday,0,45,Cloudy,0
Florida,120439,105,3300,28,3,2015,Saturday,2,53,Clear,1
Florida,120441,93,0,7,1,2015,Wednesday,19,10,Clear,0
Florida,120442,86,1030,3,1,2015,Saturday,22,45,Clear,0
Florida,120443,9,620,3,1,2015,Saturday,19,32,Clear,0
Florida,120444,69,1630,4,1,2015,Sunday,18,33,Clear,0
Florida,120445,117,480,10,1,2015,Saturday,18,57,Clear,0
Florida,120446,57,0,14,1,2015,Wednesday,18,18,Clear,0
Florida,120447,31,1510,16,1,2015,Friday,2,18,Cloudy,1
Florida,120449,115,0,19,1,2015,Monday,11,15,Clear,0
Florida,120450,11,1050,20,1,2015,Tuesday,12,19,Cloudy,0
Florida,120451,99,3190,27,1,2015,Tuesday,21,25,Clear,0
Florida,120452,31,1510,29,1,2015,Thursday,13,45,Clear,0
Florida,120453,99,330,31,1,2015,Saturday,20,34,Clear,0
Florida,120454,86,0,12,2,2015,Thursday,6,15,Clear,0
Florida,120455,71,457,12,2,2015,Thursday,11,30,Clear,1
Florida,120456,69,0,19,2,2015,Thursday,23,11,Clear,0
Florida,120457,127,825,1,3,2015,Sunday,0,22,Rain,1
Florida,120459,101,0,3,3,2015,Tuesday,10,0,Clear,0
Florida,120460,81,0,5,3,2015,Thursday,20,20,Clear,0
Florida,120461,99,3190,6,3,2015,Friday,20,37,Cloudy,0
Florida,120462,97,0,11,3,2015,Wednesday,9,56,Clear,0
Florida,120463,55,0,13,3,2015,Friday,16,0,Cloudy,0
Florida,120464,19,0,20,3,2015,Friday,8,38,Fog/Smog/Smoke,0
Florida,120465,107,0,21,3,2015,Saturday,21,2,Clear,1
Florida,120466,63,0,22,3,2015,Sunday,18,20,Rain,0
Florida,120467,107,0,22,3,2015,Sunday,22,10,Clear,1
Florida,120468,86,2023,22,3,2015,Sunday,17,45,Clear,0
Florida,120470,95,0,25,3,2015,Wednesday,11,44,Clear,0
Florida,120471,71,0,25,3,2015,Wednesday,21,35,Clear,0
Florida,120472,86,0,26,3,2015,Thursday,21,33,Clear,0
Florida,120473,81,0,26,3,2015,Thursday,21,10,Cloudy,0
Florida,120474,27,0,27,3,2015,Friday,21,32,Cloudy,1
Florida,120475,103,0,27,3,2015,Friday,8,7,Clear,0
Florida,120476,86,0,28,3,2015,Saturday,6,21,Clear,0
Florida,120477,33,0,30,3,2015,Monday,18,28,Clear,0
Florida,120478,43,0,30,3,2015,Monday,0,31,Clear,0
Florida,120479,11,790,14,3,2015,Saturday,12,30,Clear,0
Florida,120480,111,0,1,4,2015,Wednesday,16,13,Clear,0
Florida,120481,99,3190,1,4,2015,Wednesday,16,23,Clear,0
Florida,120482,109,0,4,4,2015,Saturday,2,50,Clear,0
Florida,120483,55,0,26,2,2015,Thursday,11,42,Cloudy,0
Florida,120484,69,0,3,3,2015,Tuesday,13,31,Clear,0
Florida,120485,103,0,4,3,2015,Wednesday,11,14,Clear,0
Florida,120486,61,0,21,3,2015,Saturday,20,0,Clear,1
Florida,120487,97,0,22,3,2015,Sunday,20,39,Clear,0
Florida,120488,19,0,25,3,2015,Wednesday,12,40,Cloudy,0
Florida,120489,17,0,25,3,2015,Wednesday,14,25,Cloudy,0
Florida,120490,101,0,27,3,2015,Friday,20,9,Clear,0
Florida,120491,55,0,27,3,2015,Friday,15,51,Rain,0
Florida,120492,55,0,28,3,2015,Saturday,17,48,Clear,0
Florida,120493,17,0,31,3,2015,Tuesday,9,2,Clear,0
Florida,120494,81,2440,1,4,2015,Wednesday,2,35,Clear,0
Florida,120495,57,0,3,4,2015,Friday,20,55,Clear,0
Florida,120496,85,2438,4,4,2015,Saturday,16,55,Clear,0
Florida,120497,11,1420,17,1,2015,Saturday,9,53,Clear,0
Florida,120498,71,457,1,2,2015,Sunday,19,58,Clear,0
Florida,120499,11,1050,15,2,2015,Sunday,13,24,Clear,0
Florida,120500,57,0,21,2,2015,Saturday,5,55,Clear,1
Florida,120501,31,1510,2,3,2015,Monday,13,52,Cloudy,0
Florida,120502,86,1340,13,3,2015,Friday,5,9,Clear,0
Florida,120503,86,0,16,3,2015,Monday,9,59,Clear,0
Florida,120504,9,0,20,3,2015,Friday,22,16,Clear,0
Florida,120505,86,0,21,3,2015,Saturday,13,55,Clear,0
Florida,120506,21,0,22,3,2015,Sunday,3,50,Clear,0
Florida,120508,5,0,25,3,2015,Wednesday,20,57,Clear,1
Florida,120509,95,70,25,3,2015,Wednesday,14,14,Clear,0
Florida,120510,9,630,27,3,2015,Friday,20,32,Rain,0
Florida,120511,99,0,28,3,2015,Saturday,2,15,Rain,1
Florida,120512,121,0,29,3,2015,Sunday,1,25,Clear,1
Florida,120513,57,355,29,3,2015,Sunday,17,30,Clear,0
Florida,120514,115,0,30,3,2015,Monday,10,6,Clear,0
Florida,120515,9,620,30,3,2015,Monday,1,50,Clear,1
Florida,120516,63,0,31,3,2015,Tuesday,18,50,Clear,1
Florida,120517,101,2180,31,3,2015,Tuesday,10,30,Clear,0
Florida,120518,9,0,1,4,2015,Wednesday,14,0,Clear,0
Florida,120519,61,0,1,4,2015,Wednesday,18,12,Clear,1
Florida,120520,33,0,2,4,2015,Thursday,22,12,Clear,1
Florida,120521,83,0,3,4,2015,Friday,1,30,Clear,1
Florida,120522,23,0,3,4,2015,Friday,13,58,Clear,1
Florida,120523,69,0,2,4,2015,Thursday,13,45,Clear,0
Florida,120524,11,2570,3,4,2015,Friday,4,21,Clear,1
Florida,120526,99,2431,4,4,2015,Saturday,1,0,Clear,1
Florida,120527,127,0,5,4,2015,Sunday,15,2,Clear,0
Florida,120528,95,2360,5,4,2015,Sunday,2,30,Clear,1
Florida,120529,81,0,5,4,2015,Sunday,10,43,Clear,0
Florida,120530,81,340,5,4,2015,Sunday,22,26,Rain,0
Florida,120531,27,0,9,4,2015,Thursday,6,5,Clear,0
Florida,120532,57,0,9,4,2015,Thursday,2,33,Clear,1
Florida,120533,11,1050,16,3,2015,Monday,20,29,Clear,0
Florida,120534,1,1130,3,4,2015,Friday,22,42,Clear,0
Florida,120535,99,2982,4,4,2015,Saturday,14,20,Clear,0
Florida,120536,99,2446,5,4,2015,Sunday,11,55,Clear,0
Florida,120537,57,0,8,4,2015,Wednesday,0,15,Clear,0
Florida,120538,103,0,22,1,2015,Thursday,6,46,Clear,0
Florida,120539,63,0,16,3,2015,Monday,3,20,Clear,1
Florida,120540,99,290,13,3,2015,Friday,12,20,Cloudy,0
Florida,120541,117,0,15,3,2015,Sunday,15,55,Clear,0
Florida,120542,57,2950,22,3,2015,Sunday,3,9,Clear,1
Florida,120543,89,1010,27,3,2015,Friday,1,47,Cloudy,1
Florida,120544,15,0,28,3,2015,Saturday,16,14,Clear,1
Florida,120546,95,0,29,3,2015,Sunday,3,15,Clear,1
Florida,120547,31,1510,29,3,2015,Sunday,23,37,Cloudy,1
Florida,120548,103,0,31,3,2015,Tuesday,12,0,Clear,0
Florida,120549,15,0,1,4,2015,Wednesday,23,49,Clear,1
Florida,120550,75,0,4,4,2015,Saturday,18,30,Cloudy,1
Florida,120551,86,0,4,4,2015,Saturday,10,12,Clear,0
Florida,120552,59,0,5,4,2015,Sunday,19,53,Clear,0
Florida,120553,83,0,8,4,2015,Wednesday,22,30,Clear,1
Florida,120554,15,0,5,4,2015,Sunday,5,28,Clear,0
Florida,120555,69,0,9,4,2015,Thursday,17,51,Cloudy,0
Florida,120556,115,0,10,4,2015,Friday,19,39,Clear,1
Florida,120557,31,1510,11,4,2015,Saturday,13,30,Clear,1
Florida,120558,21,0,1,4,2015,Wednesday,13,35,Clear,0
Florida,120559,57,0,13,4,2015,Monday,19,2,Rain,1
Florida,120560,31,1510,13,4,2015,Monday,13,15,Clear,0
Florida,120562,57,0,11,4,2015,Saturday,21,15,Clear,0
Florida,120563,127,0,12,3,2015,Thursday,2,37,Clear,0
Florida,120564,11,790,3,4,2015,Friday,2,10,Clear,1
Florida,120565,71,1070,12,4,2015,Sunday,18,26,Clear,1
Florida,120566,11,2219,13,4,2015,Monday,22,52,Clear,0
Florida,120567,9,0,11,3,2015,Wednesday,11,55,Clear,0
Florida,120568,17,0,4,4,2015,Saturday,20,10,Clear,1
Florida,120569,81,0,6,4,2015,Monday,21,50,Cloudy,0
Florida,120570,81,0,8,4,2015,Wednesday,23,10,Clear,0
Florida,120571,9,2005,8,4,2015,Wednesday,20,15,Clear,0
Florida,120572,33,0,10,4,2015,Friday,2,55,Clear,0
Florida,120573,31,1510,10,4,2015,Friday,16,55,Cloudy,0
Florida,120574,103,2730,13,4,2015,Monday,20,37,Clear,0
Florida,120575,111,0,14,4,2015,Tuesday,16,15,Clear,0
Florida,120576,119,0,6,4,2015,Monday,21,57,Clear,0
Florida,120577,57,2950,8,4,2015,Wednesday,20,53,Clear,0
Florida,120578,127,0,15,4,2015,Wednesday,22,35,Rain,0
Florida,120579,31,1510,16,4,2015,Thursday,6,34,Cloudy,0
Florida,120580,99,290,1,3,2015,Sunday,22,0,Clear,1
Florida,120581,97,0,15,3,2015,Sunday,18,1,Clear,0
Florida,120582,69,0,5,1,2015,Monday,17,35,Clear,0
Florida,120583,69,0,2,3,2015,Monday,18,0,Clear,0
Florida,120584,97,1590,28,3,2015,Saturday,21,36,Clear,0
Florida,120585,73,2940,23,1,2015,Friday,18,57,Cloudy,0
Florida,120586,105,0,1,4,2015,Wednesday,17,39,Clear,1
Florida,120587,33,0,6,4,2015,Monday,11,53,Cloudy,0
Florida,120588,105,1690,5,3,2015,Thursday,5,41,Cloudy,0
Florida,120589,47,0,10,4,2015,Friday,21,40,Clear,1
Florida,120590,71,0,11,4,2015,Saturday,20,35,Clear,1
Florida,120591,86,0,12,4,2015,Sunday,20,29,Clear,0
Florida,120592,95,0,15,4,2015,Wednesday,22,41,Cloudy,1
Florida,120593,9,1990,15,4,2015,Wednesday,20,7,Clear,0
Florida,120594,57,0,17,4,2015,Friday,4,55,Clear,0
Florida,120595,83,0,17,4,2015,Friday,6,15,Cloudy,0
Florida,120596,31,1510,18,4,2015,Saturday,16,25,Cloudy,0
Florida,120597,31,1510,19,4,2015,Sunday,17,15,Rain,2
Florida,120598,53,0,18,2,2015,Wednesday,15,58,Clear,0
Florida,120599,61,0,28,2,2015,Saturday,20,20,Clear,0
Florida,120600,86,1030,7,3,2015,Saturday,17,17,Clear,0
Florida,120601,57,0,18,3,2015,Wednesday,0,0,Clear,0
Florida,120602,99,0,20,3,2015,Friday,22,34,Clear,0
Florida,120603,11,2468,20,3,2015,Friday,22,41,Clear,0
Florida,120604,119,0,11,4,2015,Saturday,18,34,Clear,0
Florida,120605,86,2010,11,4,2015,Saturday,5,15,Clear,0
Florida,120606,111,2601,12,4,2015,Sunday,12,25,Clear,0
Florida,120607,95,0,12,4,2015,Sunday,15,42,Clear,0
Florida,120608,86,0,8,1,2015,Thursday,23,0,Clear,0
Florida,120609,83,0,12,4,2015,Sunday,3,44,Clear,1
Florida,120611,11,2570,4,4,2015,Saturday,22,43,Clear,1
Florida,120612,103,2530,11,4,2015,Saturday,22,52,Clear,0
Florida,120614,127,0,16,3,2015,Monday,11,35,Clear,0
Florida,120615,61,0,7,4,2015,Tuesday,20,26,Clear,1
Florida,120616,101,0,9,4,2015,Thursday,22,2,Clear,1
Florida,120617,103,2730,11,4,2015,Saturday,2,5,Clear,1
Florida,120618,105,0,11,4,2015,Saturday,23,24,Cloudy,1
Florida,120619,17,0,12,4,2015,Sunday,20,31,Clear,0
Florida,120620,105,0,30,3,2015,Monday,14,22,Clear,0
Florida,120621,101,0,12,4,2015,Sunday,6,50,Clear,0
Florida,120622,11,2916,16,4,2015,Thursday,10,28,Clear,0
Florida,120623,115,0,10,4,2015,Friday,14,36,Clear,0
Florida,120624,53,0,16,4,2015,Thursday,23,8,Clear,0
Florida,120625,51,0,18,4,2015,Saturday,21,13,Clear,0
Florida,120626,127,0,18,4,2015,Saturday,23,40,Clear,1
Florida,120627,9,0,19,4,2015,Sunday,20,9,Cloudy,1
Florida,120628,101,2180,12,3,2015,Thursday,0,25,Clear,0
Florida,120629,61,0,16,4,2015,Thursday,12,28,Cloudy,0
Florida,120630,101,0,20,4,2015,Monday,18,45,Cloudy,0
Florida,120631,33,0,21,4,2015,Tuesday,20,33,Clear,1
Florida,120632,31,1510,21,4,2015,Tuesday,6,44,Clear,1
Florida,120634,17,0,21,4,2015,Tuesday,9,45,Clear,0
Florida,120635,9,0,23,4,2015,Thursday,2,0,Clear,1
Florida,120636,31,1510,23,4,2015,Thursday,5,39,Clear,0
Florida,120637,31,1510,23,4,2015,Thursday,23,30,Clear,1
Florida,120638,101,2180,10,4,2015,Friday,0,23,Clear,0
Florida,120639,86,2010,18,4,2015,Saturday,4,52,Clear,0
Florida,120640,11,1782,19,4,2015,Sunday,16,2,Clear,0
Florida,120641,127,0,14,4,2015,Tuesday,18,53,Cloudy,0
Florida,120642,103,0,16,4,2015,Thursday,14,10,Cloudy,0
Florida,120643,11,1781,25,4,2015,Saturday,21,47,Clear,0
Florida,120644,95,0,14,4,2015,Tuesday,21,38,Cloudy,1
Florida,120645,31,1510,18,4,2015,Saturday,16,17,Cloudy,1
Florida,120646,105,1690,22,4,2015,Wednesday,21,21,Clear,1
Florida,120647,91,0,23,4,2015,Thursday,21,26,Clear,1
Florida,120648,117,1705,25,4,2015,Saturday,0,32,Clear,1
Florida,120649,105,0,17,3,2015,Tuesday,20,40,Clear,0
Florida,120650,73,2940,24,4,2015,Friday,6,22,Clear,1
Florida,120651,111,2601,27,4,2015,Monday,12,38,Clear,0
Florida,120652,31,1510,28,4,2015,Tuesday,9,0,Cloudy,0
Florida,120653,86,0,14,2,2015,Saturday,23,45,Clear,1
Florida,120654,95,0,22,4,2015,Wednesday,21,5,Clear,0
Florida,120655,11,0,29,3,2015,Sunday,20,15,Clear,0
Florida,120656,86,0,6,4,2015,Monday,5,48,Clear,0
Florida,120657,119,0,16,4,2015,Thursday,23,50,Cloudy,0
Florida,120658,11,771,17,4,2015,Friday,8,30,Clear,0
Florida,120659,61,0,18,4,2015,Saturday,20,38,Rain,1
Florida,120660,71,0,20,4,2015,Monday,23,0,Clear,0
Florida,120661,19,0,23,4,2015,Thursday,12,52,Clear,0
Florida,120662,113,0,24,4,2015,Friday,21,9,Clear,0
Florida,120663,127,0,27,4,2015,Monday,10,0,Cloudy,0
Florida,120664,127,2375,18,4,2015,Saturday,1,37,Cloudy,1
Florida,120665,109,0,27,4,2015,Monday,14,15,Cloudy,0
Florida,120666,57,2950,18,4,2015,Saturday,21,11,Clear,0
Florida,120667,9,454,23,4,2015,Thursday,8,35,Cloudy,0
Florida,120668,86,0,26,4,2015,Sunday,23,16,Clear,0
Florida,120669,5,2451,1,5,2015,Friday,3,18,Clear,1
Florida,120670,31,1510,2,5,2015,Saturday,0,23,Clear,0
Florida,120671,1,1130,16,1,2015,Friday,3,50,Cloudy,0
Florida,120672,117,0,6,2,2015,Friday,0,20,Clear,0
Florida,120673,83,0,7,3,2015,Saturday,8,30,Cloudy,0
Florida,120674,65,0,27,3,2015,Friday,17,45,Cloudy,0
Florida,120675,127,2850,6,4,2015,Monday,22,18,Clear,0
Florida,120676,19,0,12,4,2015,Sunday,2,5,Cloudy,1
Florida,120677,1,1130,14,4,2015,Tuesday,2,20,Cloudy,0
Florida,120679,81,0,22,4,2015,Wednesday,15,36,Clear,0
Florida,120680,21,0,25,4,2015,Saturday,4,45,Clear,0
Florida,120681,85,0,26,4,2015,Sunday,22,23,Clear,1
Florida,120682,127,780,24,4,2015,Friday,11,57,Clear,0
Florida,120683,101,0,24,4,2015,Friday,11,15,Clear,0
Florida,120684,31,1510,26,4,2015,Sunday,2,47,Clear,1
Florida,120685,117,0,28,4,2015,Tuesday,14,39,Cloudy,0
Florida,120686,81,0,30,4,2015,Thursday,20,55,Clear,0
Florida,120687,99,3190,30,4,2015,Thursday,20,31,Cloudy,0
Florida,120688,71,0,1,5,2015,Friday,7,37,Clear,0
Florida,120689,9,2424,2,5,2015,Saturday,19,15,Clear,0
Florida,120690,86,0,27,4,2015,Monday,22,29,Clear,0
Florida,120691,63,0,4,5,2015,Monday,4,30,Clear,0
Florida,120692,21,0,22,4,2015,Wednesday,19,20,Clear,0
Florida,120693,86,0,22,4,2015,Wednesday,21,42,Clear,0
Florida,120695,11,1050,1,2,2015,Sunday,5,18,Clear,0
Florida,120696,97,0,4,4,2015,Saturday,22,49,Clear,0
Florida,120697,71,457,20,4,2015,Monday,2,56,Clear,0
Florida,120698,99,2431,20,4,2015,Monday,6,22,Clear,0
Florida,120699,17,0,24,4,2015,Friday,16,55,Clear,0
Florida,120700,95,0,25,4,2015,Saturday,20,26,Clear,0
Florida,120701,99,0,23,4,2015,Thursday,14,2,Cloudy,1
Florida,120702,53,0,29,4,2015,Wednesday,17,14,Clear,1
Florida,120703,55,0,2,5,2015,Saturday,9,18,Clear,0
Florida,120704,99,0,3,5,2015,Sunday,2,3,Clear,1
Florida,120705,57,0,3,5,2015,Sunday,8,44,Clear,0
Florida,120706,103,2730,3,5,2015,Sunday,8,56,Clear,0
Florida,120707,117,0,3,5,2015,Sunday,5,0,Clear,1
Florida,120708,117,480,5,5,2015,Tuesday,13,0,Clear,0
Florida,120709,111,2601,5,5,2015,Tuesday,4,18,Rain,0
Florida,120710,115,0,5,5,2015,Tuesday,7,12,Cloudy,0
Florida,120711,86,0,4,5,2015,Monday,22,10,Cloudy,0
Florida,120712,103,570,18,4,2015,Saturday,17,13,Clear,0
Florida,120713,31,1510,21,1,2015,Wednesday,9,49,Clear,0
Florida,120714,86,0,13,3,2015,Friday,6,40,Clear,0
Florida,120715,103,1770,6,4,2015,Monday,16,37,Clear,0
Florida,120716,103,0,10,4,2015,Friday,11,52,Clear,0
Florida,120717,53,0,1,4,2015,Wednesday,15,15,Clear,0
Florida,120718,31,1510,17,4,2015,Friday,0,57,Cloudy,0
Florida,120719,86,2010,28,2,2015,Saturday,21,15,Clear,0
Florida,120720,19,0,21,4,2015,Tuesday,6,0,Clear,0
Florida,120721,33,2490,13,4,2015,Monday,9,58,Cloudy,0
Florida,120722,1,0,29,4,2015,Wednesday,22,13,Clear,1
Florida,120723,11,0,29,4,2015,Wednesday,23,53,Cloudy,0
Florida,120724,67,0,2,5,2015,Saturday,7,30,Clear,1
Florida,120725,121,0,4,5,2015,Monday,11,42,Clear,0
Florida,120726,117,0,2,5,2015,Saturday,8,10,Clear,0
Florida,120727,33,0,5,5,2015,Tuesday,10,51,Clear,0
Florida,120728,57,0,8,5,2015,Friday,23,4,Clear,1
Florida,120729,86,0,8,5,2015,Friday,1,30,Clear,0
Florida,120730,86,125,9,5,2015,Saturday,6,51,Clear,0
Florida,120731,111,0,27,3,2015,Friday,1,55,Clear,0
Florida,120732,57,0,10,5,2015,Sunday,20,43,Clear,1
Florida,120733,71,1823,1,1,2015,Thursday,20,31,Clear,0
Florida,120734,11,1782,3,5,2015,Sunday,12,5,Clear,0
Florida,120735,11,9997,7,5,2015,Thursday,0,0,Clear,0
Florida,120736,99,820,9,5,2015,Saturday,21,19,Clear,0
Florida,120737,11,790,4,5,2015,Monday,3,0,Clear,0
Florida,120739,11,771,1,1,2015,Thursday,9,14,Cloudy,0
Florida,120740,111,0,2,1,2015,Friday,5,25,Clear,0
Florida,120741,99,0,3,1,2015,Saturday,6,9,Clear,0
Florida,120742,99,820,6,1,2015,Tuesday,16,47,Clear,0
Florida,120743,31,1510,7,1,2015,Wednesday,18,16,Clear,0
Florida,120744,99,330,8,1,2015,Thursday,18,57,Cloudy,0
Florida,120745,99,1560,9,1,2015,Friday,19,25,Clear,0
Florida,120746,1,1130,9,1,2015,Friday,21,29,Clear,0
Florida,120747,9,1471,10,1,2015,Saturday,4,15,Clear,0
Florida,120748,105,160,11,1,2015,Sunday,3,59,Clear,1
Florida,120749,86,0,24,4,2015,Friday,20,55,Cloudy,1
Florida,120750,23,0,12,1,2015,Monday,21,30,Fog/Smog/Smoke,0
Florida,120751,99,0,13,1,2015,Tuesday,5,53,Clear,0
Florida,120752,103,2730,14,1,2015,Wednesday,20,30,Clear,0
Florida,120753,86,2010,14,1,2015,Wednesday,22,2,Clear,0
Florida,120754,99,0,15,1,2015,Thursday,7,7,Cloudy,0
Florida,120755,71,1070,15,1,2015,Thursday,11,42,Cloudy,0
Florida,120756,99,210,16,1,2015,Friday,22,56,Clear,0
Florida,120757,103,2730,16,1,2015,Friday,4,52,Rain,1
Florida,120758,57,2950,18,1,2015,Sunday,15,0,Clear,1
Florida,120759,109,0,18,1,2015,Sunday,21,20,Clear,0
Florida,120760,86,0,21,1,2015,Wednesday,5,15,Clear,1
Florida,120761,117,2770,23,1,2015,Friday,20,12,Cloudy,0
Florida,120762,95,2360,23,1,2015,Friday,22,32,Rain,0
Florida,120763,19,0,5,2,2015,Thursday,9,50,Cloudy,0
Florida,120764,11,2219,7,2,2015,Saturday,4,55,Clear,0
Florida,120765,99,820,8,2,2015,Sunday,14,34,Clear,0
Florida,120766,11,3193,8,2,2015,Sunday,12,46,Clear,0
Florida,120767,95,2360,12,2,2015,Thursday,12,54,Clear,0
Florida,120768,11,2948,15,2,2015,Sunday,18,2,Clear,0
Florida,120769,11,1050,19,2,2015,Thursday,8,41,Clear,0
Florida,120771,99,2446,23,2,2015,Monday,19,20,Clear,0
Florida,120772,57,2950,24,2,2015,Tuesday,12,45,Cloudy,0
Florida,120773,109,0,26,2,2015,Thursday,4,35,Cloudy,0
Florida,120774,99,0,28,2,2015,Saturday,20,48,Cloudy,0
Florida,120775,73,2940,2,3,2015,Monday,18,27,Clear,0
Florida,120776,91,1091,8,3,2015,Sunday,8,0,Clear,0
Florida,120777,81,0,10,3,2015,Tuesday,12,32,Clear,0
Florida,120778,81,1835,20,3,2015,Friday,10,54,Clear,0
Florida,120779,86,670,22,3,2015,Sunday,14,15,Clear,0
Florida,120781,97,1590,24,3,2015,Tuesday,22,16,Clear,0
Florida,120782,71,1070,28,3,2015,Saturday,18,20,Clear,0
Florida,120783,15,0,29,3,2015,Sunday,0,25,Clear,0
Florida,120784,86,0,31,3,2015,Tuesday,9,5,Clear,0
Florida,120785,61,0,2,4,2015,Thursday,3,40,Clear,0
Florida,120786,11,2219,5,4,2015,Sunday,21,28,Cloudy,0
Florida,120787,31,1510,9,4,2015,Thursday,22,35,Clear,1
Florida,120788,11,2468,9,4,2015,Thursday,12,32,Clear,0
Florida,120789,99,2674,11,4,2015,Saturday,22,41,Clear,0
Florida,120790,71,0,11,4,2015,Saturday,23,30,Clear,1
Florida,120791,31,1510,12,4,2015,Sunday,23,40,Cloudy,1
Florida,120792,127,0,12,4,2015,Sunday,9,45,Cloudy,0
Florida,120793,99,0,14,4,2015,Tuesday,9,12,Clear,0
Florida,120794,86,1340,18,4,2015,Saturday,18,22,Clear,1
Florida,120795,57,0,20,4,2015,Monday,23,50,Clear,1
Florida,120796,57,0,21,4,2015,Tuesday,18,37,Clear,0
Florida,120797,101,0,22,4,2015,Wednesday,19,47,Clear,0
Florida,120798,5,0,30,4,2015,Thursday,8,40,Clear,0
Florida,120799,99,1350,24,4,2015,Friday,12,29,Clear,0
Florida,120800,107,2420,25,4,2015,Saturday,17,25,Clear,1
Florida,120801,107,0,28,4,2015,Tuesday,20,24,Clear,0
Florida,120802,1,0,29,4,2015,Wednesday,1,45,Clear,1
Florida,120803,11,2916,1,5,2015,Friday,23,41,Clear,0
Florida,120804,95,0,1,5,2015,Friday,16,55,Clear,0
Florida,120805,101,0,3,5,2015,Sunday,2,37,Clear,1
Florida,120806,71,0,4,5,2015,Monday,15,45,Clear,0
Florida,120807,101,0,4,5,2015,Monday,7,42,Clear,0
Florida,120808,131,800,4,5,2015,Monday,5,7,Clear,0
Florida,120809,105,0,5,5,2015,Tuesday,0,32,Rain,1
Florida,120810,109,0,7,5,2015,Thursday,9,34,Clear,0
Florida,120811,105,1740,7,5,2015,Thursday,7,58,Clear,0
Florida,120812,21,0,8,5,2015,Friday,3,27,Clear,0
Florida,120813,95,2360,9,5,2015,Saturday,20,50,Clear,1
Florida,120814,31,1510,9,5,2015,Saturday,9,34,Cloudy,0
Florida,120815,86,2220,9,5,2015,Saturday,14,50,Clear,0
Florida,120816,5,0,11,5,2015,Monday,19,35,Clear,1
Florida,120817,95,2360,11,5,2015,Monday,10,1,Clear,0
Florida,120818,97,0,12,5,2015,Tuesday,7,15,Cloudy,0
Florida,120819,39,0,12,5,2015,Tuesday,8,45,Clear,0
Florida,120820,91,0,12,5,2015,Tuesday,21,24,Cloudy,1
Florida,120821,99,0,6,5,2015,Wednesday,14,55,Clear,0
Florida,120822,21,0,16,4,2015,Thursday,2,17,Cloudy,0
Florida,120823,55,0,8,1,2015,Thursday,16,51,Clear,0
Florida,120824,127,780,10,3,2015,Tuesday,8,8,Clear,0
Florida,120825,19,0,23,3,2015,Monday,10,42,Cloudy,0
Florida,120826,11,1927,28,3,2015,Saturday,2,30,Clear,0
Florida,120827,61,0,29,3,2015,Sunday,21,19,Clear,1
Florida,120828,9,630,31,3,2015,Tuesday,2,28,Clear,0
Florida,120829,95,2360,3,4,2015,Friday,18,25,Clear,0
Florida,120830,71,457,4,4,2015,Saturday,23,57,Clear,1
Florida,120831,111,1080,4,4,2015,Saturday,10,50,Clear,0
Florida,120832,5,2451,5,4,2015,Sunday,0,34,Clear,0
Florida,120833,86,2010,16,4,2015,Thursday,6,25,Clear,0
Florida,120834,86,0,18,4,2015,Saturday,9,42,Clear,0
Florida,120835,95,0,22,4,2015,Wednesday,6,50,Clear,0
Florida,120836,61,0,22,4,2015,Wednesday,22,19,Clear,0
Florida,120837,105,0,26,4,2015,Sunday,21,59,Clear,0
Florida,120838,103,0,1,5,2015,Friday,16,48,Clear,0
Florida,120839,11,1280,4,5,2015,Monday,1,13,Clear,0
Florida,120840,19,0,6,5,2015,Wednesday,18,46,Cloudy,0
Florida,120841,95,0,7,5,2015,Thursday,1,54,Cloudy,0
Florida,120842,15,0,8,5,2015,Friday,15,55,Clear,1
Florida,120843,105,1640,8,5,2015,Friday,2,5,Clear,1
Florida,120844,57,2980,9,5,2015,Saturday,21,10,Clear,0
Florida,120845,81,0,10,5,2015,Sunday,11,45,Clear,0
Florida,120846,86,0,10,5,2015,Sunday,4,5,Clear,1
Florida,120847,31,1510,11,5,2015,Monday,3,22,Cloudy,0
Florida,120848,105,0,13,5,2015,Wednesday,7,50,Clear,0
Florida,120849,21,0,14,5,2015,Thursday,19,47,Clear,0
Florida,120850,95,70,17,5,2015,Sunday,22,37,Clear,0
Florida,120851,115,2780,6,5,2015,Wednesday,21,24,Clear,0
Florida,120853,57,2540,11,5,2015,Monday,23,48,Clear,1
Florida,120854,86,0,14,2,2015,Saturday,21,18,Clear,0
Florida,120855,101,0,1,5,2015,Friday,7,55,Clear,0
Florida,120856,103,570,8,5,2015,Friday,15,2,Clear,0
Florida,120857,11,2468,8,5,2015,Friday,16,48,Cloudy,1
Florida,120858,97,0,7,5,2015,Thursday,19,20,Clear,0
Florida,120859,33,0,9,5,2015,Saturday,20,26,Clear,0
Florida,120860,99,0,9,5,2015,Saturday,15,31,Clear,0
Florida,120861,57,2950,10,5,2015,Sunday,11,6,Clear,0
Florida,120862,97,0,10,5,2015,Sunday,5,17,Clear,0
Florida,120863,86,0,10,5,2015,Sunday,4,25,Clear,1
Florida,120864,99,0,10,5,2015,Sunday,17,3,Clear,0
Florida,120865,17,0,11,5,2015,Monday,21,55,Clear,0
Florida,120866,86,0,11,5,2015,Monday,15,55,Clear,0
