,ST_CASE,HOUR,MINUTE,TIME
9262,130614,14,32,872
9263,130615,22,27,1347
9264,130616,10,28,628
9265,130617,6,14,374
9266,130618,21,59,1319
9267,130619,14,38,878
9268,130620,16,57,1017
9269,130621,10,27,627
9270,130622,11,5,665
9271,130623,15,50,950
9272,130624,16,35,995
9273,130625,12,47,767
9274,130626,17,0,1020
9275,130627,20,12,1212
9276,130628,21,26,1286
9277,130629,3,28,208
9278,130630,8,34,514
9279,130631,3,35,215
9280,130632,19,40,1180
9281,130633,4,2,242
9282,130634,14,25,865
9283,130635,6,58,418
9284,130636,17,6,1026
9285,130637,2,7,127
9286,130638,8,50,530
9287,130639,9,54,594
9288,130640,11,43,703
9289,130642,18,53,1133
9290,130643,10,48,648
9291,130644,4,14,254
9292,130645,17,44,1064
9293,130646,16,37,997
9294,130647,16,53,1013
9295,130648,18,13,1093
9296,130649,15,12,912
9297,130650,16,24,984
9298,130651,14,48,888
9299,130652,22,27,1347
9300,130653,18,6,1086
9301,130654,2,58,178
9302,130655,7,13,433
9303,130656,15,19,919
9304,130657,10,32,632
9305,130658,6,35,395
9306,130659,17,19,1039
9307,130660,22,18,1338
9308,130661,5,10,310
9309,130662,21,11,1271
9310,130663,21,18,1278
9311,130664,18,6,1086
9312,130665,17,3,1023
9313,130666,15,23,923
9314,130667,16,55,1015
9315,130668,2,31,151
9316,130669,4,19,259
9317,130670,23,0,1380
9318,130671,16,14,974
9319,130672,4,53,293
9320,130673,22,20,1340
9321,130674,0,35,35
9322,130675,14,51,891
9323,130676,19,18,1158
9324,130677,3,12,192
9325,130678,15,45,945
9326,130679,8,23,503
9327,130680,20,8,1208
9328,130681,12,25,745
9329,130682,14,38,878
9330,130683,17,2,1022
9331,130684,22,28,1348
9332,130685,14,45,885
9333,130686,15,12,912
9334,130688,5,59,359
9335,130689,16,23,983
9336,130690,23,34,1414
9337,130691,17,45,1065
9338,130692,12,45,765
9339,130693,20,16,1216
9340,130694,19,2,1142
9341,130695,9,53,593
9342,130696,11,52,712
9343,130697,0,55,55
9344,130698,12,25,745
9345,130699,17,51,1071
9346,130700,22,45,1365
9347,130701,23,41,1421
9348,130702,4,16,256
9349,130703,21,30,1290
9350,130704,21,57,1317
9351,130705,22,5,1325
9352,130706,7,19,439
9353,130707,11,14,674
9354,130708,20,19,1219
9355,130709,14,35,875
9356,130710,22,46,1366
9357,130711,6,0,360
9358,130712,3,0,180
9359,130713,2,47,167
9360,130714,21,53,1313
9361,130715,7,0,420
9362,130716,15,58,958
9363,130717,5,36,336
9364,130718,21,45,1305
9365,130719,22,42,1362
9366,130720,13,48,828
9367,130721,3,20,200
9368,130722,0,46,46
9369,130723,11,18,678
9370,130724,7,49,469
9371,130725,16,36,996
9372,130726,22,58,1378
9373,130727,20,46,1246
9374,130728,18,9,1089
9375,130729,16,15,975
9376,130730,13,57,837
9377,130731,21,26,1286
9378,130732,6,5,365
9379,130733,6,46,406
9380,130734,8,10,490
9381,130735,14,59,899
9382,130736,19,9,1149
9383,130737,11,34,694
9384,130738,16,38,998
9385,130739,19,0,1140
9386,130740,12,17,737
9387,130741,15,38,938
9388,130742,10,23,623
9389,130743,3,49,229
9390,130744,1,26,86
9391,130745,3,24,204
9392,130746,8,2,482
9393,130747,19,39,1179
9394,130748,13,54,834
9395,130749,8,0,480
9396,130750,21,45,1305
9397,130751,5,49,349
9398,130752,16,0,960
9399,130753,7,13,433
9400,130754,21,27,1287
9401,130755,6,55,415
9402,130756,1,42,102
9403,130757,19,10,1150
9404,130758,21,45,1305
9405,130759,13,41,821
9406,130760,0,45,45
9407,130761,3,15,195
9408,130762,15,20,920
9409,130763,7,48,468
9410,130764,18,36,1116
9411,130765,21,30,1290
9412,130766,22,9,1329
9413,130767,0,10,10
9414,130768,8,30,510
9415,130769,12,16,736
9416,130770,11,44,704
9417,130771,18,5,1085
9418,130772,6,47,407
9419,130773,1,0,60
9420,130774,7,10,430
9421,130775,5,50,350
9422,130776,14,43,883
9423,130777,20,25,1225
9424,130778,5,55,355
9425,130779,8,44,524
9426,130780,1,37,97
9427,130781,23,5,1385
9428,130782,19,4,1144
9429,130783,6,56,416
9430,130784,3,28,208
9431,130785,2,2,122
9432,130786,14,7,847
9433,130787,3,26,206
9434,130788,22,37,1357
9435,130789,15,28,928
9436,130790,3,18,198
9437,130791,18,25,1105
9438,130792,4,35,275
9439,130793,5,2,302
9440,130794,0,48,48
9441,130795,6,17,377
9442,130796,20,25,1225
9443,130797,11,51,711
9444,130798,5,40,340
9445,130799,19,24,1164
9446,130800,22,48,1368
9447,130801,19,1,1141
9448,130802,6,44,404
9449,130803,2,12,132
9450,130804,19,47,1187
9451,130805,17,51,1071
9452,130806,1,54,114
9453,130807,17,59,1079
9454,130808,21,56,1316
9455,130809,2,25,145
9456,130810,20,51,1251
9457,130811,6,41,401
9458,130812,21,7,1267
9459,130813,3,23,203
9460,130814,18,55,1135
9461,130815,0,36,36
9462,130816,10,45,645
9463,130817,20,16,1216
9464,130818,13,10,790
9465,130819,19,12,1152
9466,130820,16,37,997
9467,130821,8,47,527
9468,130822,8,2,482
9469,130823,6,28,388
9470,130824,23,34,1414
9471,130825,23,50,1430
9472,130826,15,40,940
9473,130827,14,42,882
9474,130828,13,23,803
9475,130829,18,49,1129
9476,130830,11,54,714
9477,130831,6,40,400
9478,130832,6,40,400
9479,130833,17,36,1056
9480,130834,20,54,1254
9481,130835,10,53,653
9482,130836,16,10,970
9483,130837,18,24,1104
9484,130838,21,50,1310
9485,130839,11,57,717
9486,130840,9,35,575
9487,130841,7,50,470
9488,130842,3,22,202
9489,130843,17,23,1043
9490,130844,16,0,960
9491,130845,6,33,393
9492,130846,7,5,425
9493,130847,16,49,1009
9494,130848,7,10,430
9495,130849,21,12,1272
9496,130850,21,15,1275
9497,130851,15,52,952
9498,130852,8,40,520
9499,130853,10,20,620
9500,130854,23,23,1403
9501,130855,15,5,905
9502,130856,19,10,1150
9503,130857,21,30,1290
9504,130858,2,48,168
9505,130859,22,59,1379
9506,130860,12,33,753
9507,130861,14,1,841
9508,130862,23,18,1398
9509,130863,20,17,1217
9510,130864,17,25,1045
9511,130865,17,25,1045
9512,130866,22,1,1321
9513,130867,19,40,1180
9514,130868,15,25,925
9515,130869,6,28,388
9516,130870,5,28,328
9517,130871,7,53,473
9518,130872,7,44,464
9519,130873,18,0,1080
9520,130874,13,49,829
9521,130875,17,4,1024
9522,130876,20,12,1212
9523,130877,21,42,1302
9524,130878,11,44,704
9525,130879,20,14,1214
9526,130880,23,39,1419
9527,130881,13,44,824
9528,130882,18,48,1128
9529,130883,7,25,445
9530,130884,17,23,1043
9531,130885,20,18,1218
9532,130886,17,43,1063
9533,130887,14,40,880
9534,130888,15,57,957
9535,130889,18,31,1111
9536,130890,20,37,1237
9537,130891,6,7,367
9538,130892,14,19,859
9539,130893,3,59,239
9540,130894,17,42,1062
9541,130895,21,50,1310
9542,130896,15,47,947
9543,130897,6,19,379
9544,130898,13,42,822
9545,130899,11,45,705
9546,130900,18,2,1082
9547,130901,21,26,1286
9548,130902,7,15,435
9549,130903,14,7,847
9550,130904,4,35,275
9551,130905,17,9,1029
9552,130906,19,57,1197
9553,130907,6,22,382
9554,130908,21,11,1271
9555,130909,20,12,1212
9556,130910,15,45,945
9557,130911,20,15,1215
9558,130912,0,41,41
9559,130913,20,17,1217
9560,130914,20,15,1215
9561,130915,11,59,719
9562,130916,0,30,30
9563,130917,18,6,1086
9564,130918,22,9,1329
9565,130919,20,53,1253
9566,130920,5,35,335
9567,130921,4,14,254
9568,130922,21,10,1270
9569,130923,3,25,205
9570,130924,17,24,1044
9571,130925,15,7,907
9572,130926,4,0,240
9573,130927,16,50,1010
9574,130928,20,58,1258
9575,130929,1,10,70
9576,130930,20,7,1207
9577,130931,22,58,1378
9578,130932,23,49,1429
9579,130933,12,30,750
9580,130934,23,43,1423
9581,130935,13,0,780
9582,130936,15,33,933
9583,130937,21,5,1265
9584,130938,7,49,469
9585,130939,0,4,4
9586,130940,18,53,1133
9587,130941,23,36,1416
9588,130942,15,41,941
9589,130943,3,36,216
9590,130944,12,0,720
9591,130945,12,2,722
9592,130946,21,40,1300
9593,130947,11,28,688
9594,130948,2,26,146
9595,130949,21,16,1276
9596,130950,22,31,1351
9597,130951,16,49,1009
9598,130952,1,1,61
9599,130953,1,10,70
9600,130954,8,45,525
9601,130955,12,16,736
9602,130956,17,12,1032
9603,130957,0,10,10
9604,130958,20,39,1239
9605,130959,6,41,401
9606,130960,11,9,669
9607,130961,17,4,1024
9608,130962,6,55,415
9609,130963,16,4,964
9610,130964,18,15,1095
9611,130965,15,55,955
9612,130966,1,0,60
9613,130967,17,49,1069
9614,130968,19,19,1159
9615,130969,15,22,922
9616,130970,13,0,780
9617,130971,14,27,867
9618,130972,11,15,675
9619,130973,23,0,1380
9620,130974,23,0,1380
9621,130975,18,3,1083
9622,130976,4,2,242
9623,130977,0,47,47
9624,130978,12,51,771
9625,130979,12,36,756
9626,130980,21,15,1275
9627,130981,19,46,1186
9628,130982,21,35,1295
9629,130983,21,25,1285
9630,130984,18,26,1106
9631,130985,1,29,89
9632,130986,2,0,120
9633,130987,22,52,1372
9634,130988,3,17,197
9635,130989,22,14,1334
9636,130990,7,30,450
9637,130991,17,7,1027
9638,130992,1,5,65
9639,130993,21,21,1281
9640,130994,8,1,481
9641,130995,18,38,1118
9642,130996,1,21,81
9643,130997,9,35,575
9644,130998,11,8,668
9645,130999,2,10,130
9646,131000,9,23,563
9647,131001,5,57,357
9648,131002,20,16,1216
9649,131003,1,15,75
9650,131004,21,27,1287
9651,131005,7,27,447
9652,131006,12,55,775
9653,131007,19,11,1151
9654,131008,18,41,1121
9655,131009,17,13,1033
9656,131010,0,54,54
9657,131011,10,11,611
9658,131012,15,57,957
9659,131013,8,47,527
9660,131014,13,35,815
9661,131015,23,15,1395
9662,131016,3,4,184
9663,131017,4,37,277
9664,131018,10,32,632
9665,131019,22,25,1345
9666,131020,21,42,1302
9667,131021,8,27,507
9668,131022,22,49,1369
9669,131023,2,52,172
9670,131024,23,18,1398
9671,131025,6,20,380
9672,131026,14,30,870
9673,131027,14,7,847
9674,131028,11,28,688
9675,131029,9,35,575
9676,131030,19,9,1149
9677,131031,22,1,1321
9678,131032,6,15,375
9679,131033,19,13,1153
9680,131034,9,16,556
9681,131035,5,33,333
9682,131036,17,10,1030
9683,131037,18,32,1112
9684,131038,16,12,972
9685,131039,11,20,680
9686,131040,11,49,709
9687,131041,16,28,988
9688,131042,7,22,442
9689,131043,22,5,1325
9690,131044,13,0,780
9691,131045,13,10,790
9692,131046,22,41,1361
9693,131047,20,23,1223
9694,131048,18,38,1118
9695,131049,17,39,1059
9696,131050,17,18,1038
9697,131051,22,26,1346
9698,131052,0,4,4
9699,131053,23,54,1434
9700,131054,0,20,20
9701,131055,21,27,1287
9702,131056,1,57,117
9703,131057,2,57,177
9704,131058,19,32,1172
9705,131059,2,49,169
9706,131060,5,12,312
9707,131061,11,20,680
9708,131062,21,46,1306
9709,131063,15,50,950
9710,131064,21,45,1305
9711,131065,19,21,1161
9712,131066,10,58,658
9713,131067,19,21,1161
9714,131068,0,30,30
9715,131069,18,40,1120
9716,131070,21,55,1315
9717,131071,8,29,509
9718,131072,21,30,1290
9719,131073,6,24,384
9720,131074,23,15,1395
9721,131075,15,36,936
9722,131076,0,0,0
9723,131077,7,0,420
9724,131078,13,32,812
9725,131079,10,45,645
9726,131080,1,11,71
9727,131081,19,29,1169
9728,131082,1,10,70
9729,131083,3,36,216
9730,131084,20,26,1226
9731,131085,10,36,636
9732,131086,2,30,150
9733,131087,18,4,1084
9734,131088,20,25,1225
9735,131089,19,33,1173
9736,131091,19,12,1152
9737,131092,14,52,892
9738,131093,1,54,114
9739,131094,0,27,27
9740,131095,0,45,45
9741,131096,21,15,1275
9742,131097,15,46,946
9743,131098,7,1,421
9744,131099,11,43,703
9745,131100,7,54,474
9746,131101,12,55,775
9747,131102,18,10,1090
9748,131103,5,30,330
9749,131104,21,13,1273
9750,131105,17,40,1060
9751,131106,2,26,146
9752,131107,13,13,793
9753,131108,15,24,924
9754,131109,2,43,163
9755,131110,23,20,1400
9756,131111,10,46,646
9757,131112,12,30,750
9758,131113,18,13,1093
9759,131114,13,3,783
9760,131115,15,50,950
9761,131116,20,7,1207
9762,131117,18,24,1104
9763,131118,4,44,284
9764,131119,15,55,955
9765,131120,20,5,1205
9766,131121,0,2,2
9767,131122,19,14,1154
9768,131123,7,11,431
9769,131124,12,43,763
9770,131125,16,20,980
9771,131126,5,28,328
9772,131127,19,4,1144
9773,131128,23,28,1408
9774,131129,21,35,1295
9775,131130,15,13,913
9776,131131,19,0,1140
9777,131132,1,33,93
9778,131133,12,34,754
9779,131134,19,47,1187
9780,131135,0,2,2
9781,131136,13,5,785
9782,131137,19,58,1198
9783,131138,20,58,1258
9784,131139,22,43,1363
9785,131140,6,56,416
9786,131141,18,48,1128
9787,131142,18,32,1112
9788,131143,13,30,810
9789,131144,17,25,1045
9790,131145,16,16,976
9791,131146,15,1,901
9792,131147,16,22,982
9793,131148,21,23,1283
9794,131149,23,27,1407
9795,131150,14,25,865
9796,131151,17,17,1037
9797,131152,6,10,370
9798,131153,11,53,713
9799,131154,14,58,898
9800,131155,18,42,1122
9801,131156,12,6,726
9802,131157,16,15,975
9803,131158,22,20,1340
9804,131159,17,50,1070
9805,131160,19,7,1147
9806,131161,8,9,489
9807,131162,16,42,1002
9808,131163,9,26,566
9809,131164,17,56,1076
9810,131165,21,22,1282
9811,131166,19,24,1164
9812,131167,11,7,667
9813,131168,14,41,881
9814,131169,14,49,889
9815,131170,13,8,788
9816,131171,2,47,167
9817,131172,0,6,6
9818,131173,15,55,955
9819,131174,12,20,740
9820,131175,11,26,686
9821,131176,11,18,678
9822,131177,5,9,309
9823,131178,15,41,941
9824,131179,18,58,1138
9825,131180,21,14,1274
9826,131181,14,39,879
9827,131182,22,44,1364
9828,131183,12,0,720
9829,131184,22,58,1378
9830,131185,22,0,1320
9831,131186,20,21,1221
9832,131187,22,38,1358
9833,131188,23,24,1404
9834,131189,1,19,79
9835,131190,18,57,1137
9836,131191,1,34,94
9837,131192,19,29,1169
9838,131193,13,58,838
9839,131194,11,29,689
9840,131195,14,35,875
9841,131196,14,35,875
9842,131197,6,46,406
9843,131198,23,13,1393
9844,131199,7,47,467
9845,131200,14,38,878
9846,131201,12,22,742
9847,131202,22,2,1322
9848,131203,7,24,444
9849,131204,8,48,528
9850,131205,17,50,1070
9851,131206,18,59,1139
9852,131207,15,42,942
9853,131208,14,12,852
9854,131209,9,35,575
9855,131211,9,7,547
9856,131212,21,6,1266
9857,131213,9,39,579
9858,131214,11,19,679
9859,131215,6,30,390
9860,131216,9,2,542
9861,131217,1,3,63
9862,131218,23,25,1405
9863,131219,9,31,571
9864,131220,14,41,881
9865,131221,16,42,1002
9866,131222,19,35,1175
9867,131223,2,41,161
9868,131224,18,10,1090
9869,131225,0,54,54
9870,131226,16,33,993
9871,131227,5,10,310
9872,131228,6,32,392
9873,131229,10,38,638
9874,131230,9,2,542
9875,131231,17,27,1047
9876,131232,17,25,1045
9877,131233,13,46,826
9878,131234,14,26,866
9879,131235,23,24,1404
9880,131236,11,39,699
9881,131237,22,43,1363
9882,131238,23,40,1420
9883,131239,13,45,825
9884,131240,16,27,987
9885,131241,12,42,762
9886,131242,12,45,765
9887,131243,10,3,603
9888,131244,23,27,1407
9889,131245,10,50,650
9890,131246,12,53,773
9891,131247,18,4,1084
9892,131248,21,54,1314
9893,131249,19,25,1165
9894,131250,22,33,1353
9895,131251,1,12,72
9896,131252,18,11,1091
9897,131253,16,51,1011
9898,131254,5,30,330
9899,131255,19,30,1170
9900,131256,0,25,25
9901,131257,8,22,502
9902,131258,18,21,1101
9903,131259,22,56,1376
9904,131260,15,5,905
9905,131261,4,25,265
9906,131262,21,50,1310
9907,131263,18,56,1136
9908,131264,15,35,935
9909,131265,14,54,894
9910,131266,19,54,1194
9911,131267,2,13,133
9912,131268,23,5,1385
9913,131269,5,41,341
9914,131270,8,36,516
9915,131271,18,3,1083
9916,131272,16,14,974
9917,131273,5,55,355
9918,131274,6,23,383
9919,131275,12,12,732
9920,131276,22,52,1372
9921,131277,20,30,1230
9922,131278,22,35,1355
9923,131279,18,0,1080
9924,131280,11,46,706
9925,131281,20,25,1225
9926,131282,16,19,979
9927,131283,23,49,1429
9928,131284,19,29,1169
9929,131285,19,41,1181
9930,131286,19,45,1185
9931,131287,14,9,849
9932,131288,20,11,1211
9933,131289,19,44,1184
9934,131290,17,11,1031
9935,131291,23,22,1402
9936,131292,4,14,254
9937,131293,1,10,70
9938,131294,19,21,1161
9939,131295,13,47,827
9940,131296,19,30,1170
9941,131297,8,21,501
9942,131298,20,8,1208
9943,131299,18,45,1125
9944,131300,20,40,1240
9945,131301,5,31,331
9946,131302,12,5,725
9947,131303,14,25,865
9948,131304,19,2,1142
9949,131305,12,19,739
9950,131306,16,10,970
9951,131307,0,5,5
9952,131308,21,32,1292
9953,131309,18,45,1125
9954,131310,22,10,1330
9955,131311,21,35,1295
9956,131312,18,10,1090
9957,131313,20,55,1255
9958,131314,17,0,1020
9959,131315,0,55,55
9960,131316,22,0,1320
9961,131317,19,22,1162
9962,131318,2,36,156
9963,131319,1,44,104
9964,131320,6,42,402
9965,131321,21,37,1297
9966,131322,19,8,1148
9967,131323,19,55,1195
9968,131324,11,56,716
9969,131325,8,0,480
9970,131326,12,36,756
9971,131327,17,39,1059
9972,131328,15,0,900
9973,131329,23,1,1381
9974,131330,22,5,1325
9975,131331,13,32,812
9976,131332,14,40,880
9977,131333,9,7,547
9978,131334,14,38,878
9979,131335,21,11,1271
9980,150001,13,5,785
9981,150002,19,50,1190
9982,150003,21,33,1293
9983,150004,18,33,1113
9984,150005,10,35,635
9985,150006,4,0,240
9986,150007,3,56,236
9987,150008,8,30,510
9988,150009,21,23,1283
9989,150010,0,55,55
9990,150011,20,10,1210
9991,150012,21,20,1280
9992,150013,20,20,1220
9993,150014,19,9,1149
9994,150015,5,17,317
9995,150016,6,25,385
9996,150017,19,28,1168
9997,150018,1,47,107
9998,150019,9,53,593
9999,150020,12,32,752
10000,150021,13,20,800
10001,150022,8,44,524
10002,150023,10,55,655
10003,150024,14,58,898
10004,150025,5,6,306
10005,150026,16,10,970
10006,150027,1,47,107
10007,150028,14,30,870
10008,150030,17,24,1044
10009,150031,19,32,1172
10010,150032,10,4,604
10011,150033,14,15,855
10012,150034,5,0,300
10013,150035,0,50,50
10014,150036,15,48,948
10015,150037,0,36,36
10016,150038,0,39,39
10017,150039,1,35,95
10018,150040,7,50,470
10019,150041,7,19,439
10020,150042,22,56,1376
10021,150043,21,33,1293
10022,150044,12,24,744
10023,150045,20,49,1249
10024,150046,18,20,1100
10025,150047,5,45,345
10026,150048,7,56,476
10027,150049,13,49,829
10028,150050,5,26,326
10029,150051,22,23,1343
10030,150052,20,30,1230
10031,150053,9,44,584
10032,150054,0,41,41
10033,150055,4,0,240
10034,150056,21,40,1300
10035,150057,1,45,105
10036,150058,18,50,1130
10037,150059,12,20,740
10038,150060,20,21,1221
10039,150061,22,21,1341
10040,150062,19,15,1155
10041,150063,8,20,500
10042,150064,5,5,305
10043,150065,14,5,845
10044,150066,19,43,1183
10045,150068,19,40,1180
10046,150069,2,18,138
10047,150070,5,38,338
10048,150071,22,3,1323
10049,150072,2,5,125
10050,150073,1,30,90
10051,150074,22,8,1328
10052,150075,10,47,647
10053,150076,5,58,358
10054,150077,14,40,880
10055,150078,6,3,363
10056,150079,18,15,1095
10057,150080,22,45,1365
10058,150081,18,11,1091
10059,150082,1,51,111
10060,150083,19,1,1141
10061,150084,0,13,13
10062,150085,17,45,1065
10063,150086,17,30,1050
10064,150087,13,46,826
10065,150088,21,38,1298
10066,160001,22,23,1343
10067,160002,11,39,699
10068,160003,6,47,407
10069,160004,6,28,388
10070,160005,22,34,1354
10071,160006,12,18,738
10072,160007,21,15,1275
10073,160008,21,59,1319
10074,160009,22,54,1374
10075,160010,23,31,1411
10076,160011,12,55,775
10077,160012,0,24,24
10078,160013,6,52,412
10079,160014,19,48,1188
10080,160015,2,33,153
10081,160016,0,29,29
10082,160017,3,26,206
